# Dataset "150K (+)" exported from GenX on Fri Dec  9 11:04:04 2016
# Column lables:
# x	I_simulated	I	error(I)	error(x)
2.523901352414999882e-02 3.008763296400466473e-03 2.987433999999999749e-03 6.610859999999999924e-05 4.684957664321418524e-04
2.562434659034999729e-02 2.739612225900657332e-03 2.884761999999999917e-03 6.313376999999999303e-05 4.708172485761752705e-04
2.602162619084999809e-02 2.485904033050307434e-03 2.555305999999999810e-03 5.827201999999999507e-05 4.732588498934700008e-04
2.643141525134999961e-02 2.247495103424581361e-03 2.273457999999999903e-03 5.476600000000000386e-05 4.758296724030669153e-04
2.685431839574999729e-02 2.024199510280451537e-03 2.095656999999999902e-03 5.450474999999999683e-05 4.785375174685888825e-04
2.729097152159999998e-02 1.815795234533053174e-03 1.838060000000000084e-03 5.109559999999999916e-05 4.813937886868088854e-04
2.774206264919999720e-02 1.622013398606203657e-03 1.685504999999999903e-03 4.792902999999999671e-05 4.844076875205429508e-04
2.820831107249999886e-02 1.442548582300248695e-03 1.426596000000000027e-03 4.276562000000000408e-05 4.875925017165973750e-04
2.869050905729999754e-02 1.277042392898283937e-03 1.323626999999999963e-03 3.999435000000000105e-05 4.909601870803374703e-04
2.918946971849999822e-02 1.125103905292986102e-03 1.146859000000000073e-03 3.655806000000000214e-05 4.945251278033908080e-04
2.970609999194999754e-02 9.862862120927563987e-04 9.654563999999998727e-04 3.361648000000000446e-05 4.983027301136930829e-04
3.024133808714999858e-02 8.601078850500013147e-04 8.761840000000000123e-04 3.268554000000000012e-05 5.023096435690240728e-04
3.079623688364999806e-02 7.460339926214020704e-04 7.469328000000000122e-04 3.140617999999999616e-05 5.065656537708118461e-04
3.137187011010000165e-02 6.435005823243602563e-04 6.195410000000000370e-04 2.784511000000000283e-05 5.110893852284647404e-04
3.196942616519999475e-02 5.518977186069917067e-04 5.933800000000000142e-04 2.643454000000000187e-05 5.159050501410118814e-04
3.259018726859999604e-02 4.705801332833284495e-04 5.000322999999999660e-04 2.354001999999999964e-05 5.210369088012479100e-04
3.323553988544999255e-02 3.988715280909787392e-04 4.045688999999999882e-04 2.060147000000000047e-05 5.265125877471971876e-04
3.390696430184999416e-02 3.360717913764231209e-04 3.428338999999999974e-04 1.874239999999999863e-05 5.323628598469374489e-04
3.460607632304999598e-02 2.814598397348039532e-04 2.845095000000000176e-04 1.701441999999999896e-05 5.386213908296253686e-04
3.533462727344999915e-02 2.343029629963987225e-04 2.412384000000000110e-04 1.540066000000000037e-05 5.453266911770320068e-04
3.609450399659999698e-02 1.938661639021398294e-04 2.161725000000000246e-04 1.435337999999999911e-05 5.525199503051541347e-04
3.688779140249999478e-02 1.594195032035399255e-04 1.721578000000000138e-04 1.268000999999999958e-05 5.602491646049015091e-04
3.771673076939999897e-02 1.302521322016615636e-04 1.350326999999999853e-04 1.103225999999999998e-05 5.685658716515528451e-04
3.858378229109999530e-02 1.056816190004613958e-04 8.914253999999999169e-05 8.882525000000000137e-06 5.775304285394839907e-04
3.949163550149999841e-02 8.506653595230726232e-05 5.686194999999999520e-05 7.012291000000000147e-06 5.872085132557599207e-04
4.044324054824999931e-02 6.781810617174054145e-05 7.043815000000000254e-05 7.651922999999999955e-06 5.976740996389587291e-04
4.144184989094999716e-02 5.341103238271419345e-05 5.426784999999999237e-05 6.642033000000000380e-06 6.090126581912399303e-04
4.249100787659999823e-02 4.139334857816350741e-05 4.740649000000000018e-05 6.152589000000000090e-06 6.213189987296701897e-04
4.273640578712000621e-02 3.889742755534886975e-05 3.911920644500000018e-05 1.821790000000000010e-06 5.704259598337456339e-04
4.359466540964999220e-02 3.139191626015502671e-05 3.188225000000000125e-05 5.159953000000000333e-06 6.347029995328523286e-04
4.334259322594000152e-02 3.341521558770521057e-05 3.176835690160000091e-05 1.562646000000000082e-06 5.752642830450713490e-04
4.396622974437999765e-02 2.846887688675286203e-05 2.778970045779999588e-05 1.421798999999999853e-06 5.803113101844905274e-04
4.460807040042000238e-02 2.401776336749384777e-05 2.142587438139999972e-05 1.185952000000000110e-06 5.855797095078431281e-04
4.526894265485999908e-02 2.002818131684201209e-05 2.147257215319999817e-05 1.162724999999999951e-06 5.910824808070021122e-04
4.594967396850000579e-02 1.647341894749357533e-05 1.542234513619999715e-05 9.627409000000000390e-07 5.968339188302220410e-04
4.665119523474000468e-02 1.333250544214839666e-05 1.129205975960000012e-05 8.001657000000000696e-07 6.028491259305350167e-04
4.737446837676000111e-02 1.058982608905218137e-05 1.082089108159999850e-05 7.671719999999999030e-07 6.091441023265431205e-04
4.812052772056000377e-02 8.233899262112786806e-06 7.863929916879999359e-06 6.567576999999999809e-07 6.157383477873048204e-04
4.889045930844000687e-02 6.256254429584981600e-06 5.906689780219999347e-06 5.887696000000000287e-07 6.226478539229136520e-04
4.968542158552000099e-02 4.649996701828583880e-06 5.460564183699999100e-06 5.682874999999999991e-07 6.298970667420590672e-04
5.050666608626000476e-02 3.408286102019900857e-06 2.566614102579999705e-06 3.951390000000000021e-07 6.375043283315337279e-04
5.135551674793999849e-02 2.522823101518239805e-06 3.376128411039999010e-06 4.355079000000000189e-07 6.454976912643143206e-04
5.223339059718000443e-02 1.982213718194015703e-06 2.732175881899999544e-06 3.884440000000000073e-07 6.539014313023332843e-04
5.314179774994000349e-02 1.770443761898430113e-06 2.048080242399999912e-06 3.282343000000000025e-07 6.627447891608352539e-04
5.408236209804000161e-02 1.865495886576723638e-06 1.684854977900000039e-06 3.128317999999999942e-07 6.720589136543388261e-04
5.505681096590001045e-02 2.238240549482450104e-06 2.141139461459999901e-06 3.488732999999999798e-07 6.818772965493425948e-04
5.606702682684000516e-02 2.851723441865110281e-06 3.648401461619999939e-06 4.605705000000000146e-07 6.922401401537547037e-04
5.711501627330000525e-02 3.660926788745275645e-06 3.593268335079999281e-06 4.390860000000000448e-07 7.031834589162631920e-04
5.820292036010000364e-02 4.613136706402936845e-06 4.132676319279999036e-06 4.600891999999999956e-07 7.147558437430504398e-04
5.933307666400000624e-02 5.649067465754777377e-06 5.272838512419999263e-06 5.012699999999999881e-07 7.270045974393559698e-04
6.050798825392000174e-02 6.704663112200819194e-06 7.065482886039999770e-06 5.573303999999999969e-07 7.399840178474735618e-04
6.173037540724000266e-02 7.713720966235749994e-06 6.877252204079998918e-06 5.480038000000000039e-07 7.537534555323047126e-04
6.300315492327999978e-02 8.611142329057749163e-06 7.805993038099999693e-06 5.779794000000000384e-07 7.683781711935600955e-04
6.432954355589999562e-02 9.336808690371430815e-06 9.158760536559998339e-06 6.131698999999999854e-07 7.839321942674634322e-04
6.571297526742000961e-02 9.839611672845434363e-06 8.079521281199998782e-06 5.716285000000000023e-07 8.004939251289544489e-04
6.715721500448000592e-02 1.008155635612301357e-05 9.496656686559998747e-06 6.067094999999999973e-07 8.181549603269603959e-04
6.866635869803999759e-02 1.004130042918700166e-05 9.473798142979998559e-06 5.931668000000000490e-07 8.370124064514276787e-04
7.024489532294000971e-02 9.716746476169685370e-06 8.565745982999998771e-06 5.619659000000000518e-07 8.571801217555385152e-04
7.189771724116000851e-02 9.126197494137499265e-06 8.715476410920000184e-06 5.595243999999999965e-07 8.787812492373970252e-04
7.363019260464000182e-02 8.307670637530114926e-06 8.042649215119999364e-06 5.286104000000000414e-07 9.019534009435520566e-04
7.544822741484000228e-02 7.316131042081811400e-06 8.266867670599999422e-06 5.283259000000000232e-07 9.268559971540832375e-04
7.574482039534000122e-02 7.148311664581700496e-06 7.217165253579998364e-06 3.628465000000000059e-07 8.296759845602921140e-04
7.681920584132000129e-02 6.529315057141686788e-06 6.789523886139998875e-06 3.359484000000000068e-07 8.402544819245180013e-04
7.735830689577999353e-02 6.218695874882741660e-06 6.010397180899999209e-06 4.527829999999999854e-07 9.536639489740818178e-04
7.792452797795999808e-02 5.893303850527440812e-06 5.973305089419999788e-06 3.062930999999999940e-07 8.512414632787161477e-04
7.906211074254000659e-02 5.253518228994502468e-06 5.227447272399999111e-06 2.713734000000000257e-07 8.626597546312277272e-04
8.023340219146000984e-02 4.622755623232358589e-06 4.656477168439999299e-06 2.517284000000000110e-07 8.745336165111607368e-04
8.143991244068000956e-02 4.012971617919435004e-06 4.294494523579998888e-06 2.348562000000000063e-07 8.868886672132472813e-04
8.268327572528000324e-02 3.434845896172921106e-06 3.283660117339999512e-06 2.007697999999999798e-07 8.997524300385967202e-04
8.396519868316000557e-02 2.897461306993377191e-06 3.133367053039999605e-06 1.938845000000000048e-07 9.131539021028658130e-04
8.528748104156000376e-02 2.408016359408468311e-06 2.274834228679999618e-06 1.650058000000000044e-07 9.271287054571009838e-04
8.665207767662000404e-02 1.971618712962268400e-06 1.959932828459999602e-06 1.609933000000000206e-07 9.417046999521877038e-04
8.806105724034000992e-02 1.591223895856383633e-06 1.346734611539999638e-06 1.392925999999999803e-07 9.569271719432780781e-04
8.951661250384000679e-02 1.267653807606176579e-06 1.325597504779999935e-06 1.305728999999999952e-07 9.728283033911018637e-04
9.102109138713999903e-02 9.997184805398393492e-07 9.231259953599998672e-07 1.092588000000000016e-07 9.894586595728040602e-04
9.257700730241999465e-02 7.844381097714601627e-07 6.877119141099999501e-07 9.331456000000000414e-08 1.006861961942792736e-03
9.418702881076000677e-02 6.173446055949867761e-07 8.549498678819999594e-07 1.012791000000000086e-07 1.025090134310071297e-03
9.585406236821999992e-02 4.928279139177370105e-07 5.811279432600000115e-07 9.410510000000000004e-08 1.044199249504499522e-03
9.758115923650001466e-02 4.045300568084486125e-07 5.933585266019998821e-07 9.827947000000000038e-08 1.064248911806072763e-03
9.937163960205999680e-02 3.457243302680085685e-07 2.979831233439999571e-07 8.152122000000000979e-08 1.085310733430753334e-03
1.012290615463400101e-01 3.096896203299137350e-07 3.096150280499999370e-07 7.892682999999999472e-08 1.107448617304206909e-03
1.031572313890200127e-01 2.900420358722965440e-07 3.980417694739999491e-07 7.972635999999999103e-08 1.130750203965933363e-03
1.051602347178000191e-01 2.810146277442450249e-07 2.507164287239999532e-07 6.858954999999998965e-08 1.155298005262711406e-03
1.072426432536000146e-01 2.776775160302068604e-07 2.757096377800000091e-07 6.480883000000000025e-08 1.181188179082401802e-03
1.094091424932000095e-01 2.760926757916524459e-07 1.917289810459999702e-07 6.255025000000000783e-08 1.208527835734038870e-03
1.116650074992000113e-01 2.733973903423200622e-07 3.565247576519999218e-07 7.478372000000000653e-08 1.237430391581280072e-03
1.140159270646000089e-01 2.678171967023411032e-07 3.038639831899999902e-07 6.651423999999999302e-08 1.268028863155724884e-03
1.164677968476000025e-01 2.586050025899976090e-07 2.660718966159999415e-07 6.112299999999999748e-08 1.300460824883241167e-03
1.190275468324000080e-01 2.459016865696376242e-07 2.081542962519999655e-07 5.764156000000000624e-08 1.334888405598385393e-03
1.217023138684000111e-01 2.305327004776594953e-07 2.441342117219999575e-07 5.898483000000000051e-08 1.371483198852978952e-03
1.245000622658000017e-01 2.137456744683469321e-07 3.055203553559999699e-07 6.246352000000000186e-08 1.410446397933647067e-03
1.274294803630000028e-01 1.969250487604734198e-07 2.715508433979999307e-07 5.869479999999999960e-08 1.451995571392695290e-03
1.305000839592000139e-01 1.813201784142408761e-07 2.639295826379999602e-07 5.836291000000000231e-08 1.496372414394558535e-03
1.337223197469999958e-01 1.678327300759553946e-07 1.642824887799999890e-07 5.038633000000000461e-08 1.543860247614401186e-03
1.371076687449999942e-01 1.569018933411702797e-07 2.016857590399999625e-07 5.029637000000000134e-08 1.594765908015656096e-03
1.406689565955999976e-01 1.485058074822616574e-07 1.724173516880000008e-07 5.083862000000000078e-08 1.649449861558695577e-03
1.444201466998000227e-01 1.422707049751158189e-07 1.181575164379999921e-07 4.408263999999999616e-08 1.708304171567815409e-03
1.483768573802000112e-01 1.376444615678681358e-07 1.752571461839999803e-07 4.999487999999999352e-08 1.771797353826052093e-03
1.525564653136000093e-01 1.340795659697835629e-07 6.297791215159999311e-08 4.634026999999999677e-08 1.840434803648583612e-03
