# Run 132745
-1.1551E-01	-1.1020E-01	1.8484E-02
-1.1551E-01	-1.0754E-01	1.9500E-02
-1.1551E-01	-1.0487E-01	1.5249E-02
-1.1551E-01	-1.0220E-01	1.8710E-02
-1.1551E-01	-9.9536E-02	1.8320E-02
-1.1551E-01	-9.6869E-02	9.0285E-03
-1.1551E-01	-9.4202E-02	1.5883E-02
-1.1551E-01	-9.1536E-02	1.6445E-02
-1.1551E-01	-8.8869E-02	4.2408E-03
-1.1551E-01	-8.6202E-02	2.2336E-02
-1.1551E-01	-8.3535E-02	1.6960E-02
-1.1551E-01	-8.0868E-02	1.4246E-02
-1.1551E-01	-7.8202E-02	1.4325E-02
-1.1551E-01	-7.5535E-02	1.4046E-02
-1.1551E-01	-7.2868E-02	8.7596E-03
-1.1551E-01	-7.0201E-02	7.8713E-03
-1.1551E-01	-6.7534E-02	8.3090E-03
-1.1551E-01	-6.4867E-02	1.9888E-02
-1.1551E-01	-6.2201E-02	1.8361E-02
-1.1551E-01	-5.9534E-02	1.7624E-02
-1.1551E-01	-5.6867E-02	7.2685E-03
-1.1551E-01	-5.4200E-02	1.7738E-02
-1.1551E-01	-5.1533E-02	2.5742E-02
-1.1551E-01	-4.8866E-02	1.4092E-02
-1.1551E-01	-4.6200E-02	2.2189E-02
-1.1551E-01	-4.3533E-02	6.4345E-03
-1.1551E-01	-4.0866E-02	6.0213E-03
-1.1551E-01	-3.8199E-02	8.1037E-03
-1.1551E-01	-3.5532E-02	1.2011E-02
-1.1551E-01	-3.2866E-02	3.8530E-03
-1.1551E-01	-3.0199E-02	8.3752E-03
-1.1551E-01	-2.7532E-02	1.0257E-02
-1.1551E-01	-2.4865E-02	1.3808E-02
-1.1551E-01	-2.2198E-02	1.8051E-02
-1.1551E-01	-1.9531E-02	3.5952E-02
-1.1551E-01	-1.6865E-02	2.2865E-02
-1.1551E-01	-1.4198E-02	6.4667E-03
-1.1551E-01	-1.1531E-02	1.6643E-02
-1.1551E-01	-8.8642E-03	4.1367E-03
-1.1551E-01	-6.1974E-03	2.8354E-02
-1.1551E-01	-3.5305E-03	2.7732E-02
-1.1551E-01	-8.6372E-04	1.9537E-02
-1.1551E-01	1.8031E-03	2.2222E-02
-1.1551E-01	4.4699E-03	8.4316E-03
-1.1551E-01	7.1367E-03	3.1638E-02
-1.1551E-01	9.8036E-03	1.9172E-02
-1.1551E-01	1.2470E-02	3.5041E-02
-1.1551E-01	1.5137E-02	1.2241E-02
-1.1551E-01	1.7804E-02	-4.9151E-05
-1.1551E-01	2.0471E-02	3.1024E-03
-1.1551E-01	2.3138E-02	1.5088E-02
-1.1551E-01	2.5804E-02	1.5924E-02
-1.1551E-01	2.8471E-02	8.4430E-03
-1.1551E-01	3.1138E-02	3.5752E-03
-1.1551E-01	3.3805E-02	6.5592E-03
-1.1551E-01	3.6472E-02	2.2179E-02
-1.1551E-01	3.9139E-02	1.0345E-02
-1.1551E-01	4.1805E-02	1.1773E-02
-1.1551E-01	4.4472E-02	1.5239E-02
-1.1551E-01	4.7139E-02	1.4792E-02
-1.1551E-01	4.9806E-02	5.3779E-03
-1.1551E-01	5.2473E-02	3.9893E-03
-1.1551E-01	5.5140E-02	7.8386E-03
-1.1551E-01	5.7806E-02	3.9568E-03
-1.1551E-01	6.0473E-02	4.2918E-03
-1.1551E-01	6.3140E-02	2.5292E-02
-1.1551E-01	6.5807E-02	8.3216E-03
-1.1551E-01	6.8474E-02	1.2186E-02
-1.1551E-01	7.1140E-02	1.4419E-02
-1.1551E-01	7.3807E-02	2.9492E-02
-1.1551E-01	7.6474E-02	-6.7677E-05
-1.1551E-01	7.9141E-02	2.5397E-02
-1.1551E-01	8.1808E-02	-1.0376E-04
-1.1551E-01	8.4475E-02	1.2394E-02
-1.1551E-01	8.7141E-02	2.5334E-02
-1.1551E-01	8.9808E-02	4.6685E-03
-1.1551E-01	9.2475E-02	8.8490E-03
-1.1551E-01	9.5142E-02	3.4960E-02
-1.1551E-01	9.7809E-02	2.5250E-02
-1.1551E-01	1.0048E-01	-1.5096E-04
-1.1244E-01	-1.1020E-01	3.8434E-03
-1.1244E-01	-1.0754E-01	9.4527E-03
-1.1244E-01	-1.0487E-01	9.9908E-03
-1.1244E-01	-1.0220E-01	1.8558E-02
-1.1244E-01	-9.9536E-02	8.4080E-03
-1.1244E-01	-9.6869E-02	8.3391E-03
-1.1244E-01	-9.4202E-02	1.2858E-02
-1.1244E-01	-9.1536E-02	8.9247E-03
-1.1244E-01	-8.8869E-02	1.0352E-02
-1.1244E-01	-8.6202E-02	1.0154E-02
-1.1244E-01	-8.3535E-02	2.0306E-02
-1.1244E-01	-8.0868E-02	7.4155E-03
-1.1244E-01	-7.8202E-02	9.2606E-03
-1.1244E-01	-7.5535E-02	9.7546E-03
-1.1244E-01	-7.2868E-02	7.5730E-03
-1.1244E-01	-7.0201E-02	1.0562E-02
-1.1244E-01	-6.7534E-02	9.3686E-03
-1.1244E-01	-6.4867E-02	9.4550E-03
-1.1244E-01	-6.2201E-02	1.2136E-02
-1.1244E-01	-5.9534E-02	6.9798E-03
-1.1244E-01	-5.6867E-02	1.9340E-02
-1.1244E-01	-5.4200E-02	6.8347E-03
-1.1244E-01	-5.1533E-02	1.5251E-02
-1.1244E-01	-4.8866E-02	1.7100E-03
-1.1244E-01	-4.6200E-02	6.5773E-03
-1.1244E-01	-4.3533E-02	4.2055E-03
-1.1244E-01	-4.0866E-02	2.2642E-03
-1.1244E-01	-3.8199E-02	2.4568E-02
-1.1244E-01	-3.5532E-02	8.8950E-03
-1.1244E-01	-3.2866E-02	1.1579E-02
-1.1244E-01	-3.0199E-02	2.1755E-02
-1.1244E-01	-2.7532E-02	2.4443E-02
-1.1244E-01	-2.4865E-02	8.9924E-03
-1.1244E-01	-2.2198E-02	1.4783E-02
-1.1244E-01	-1.9531E-02	1.6830E-02
-1.1244E-01	-1.6865E-02	1.7556E-02
-1.1244E-01	-1.4198E-02	4.5347E-03
-1.1244E-01	-1.1531E-02	1.0180E-02
-1.1244E-01	-8.8642E-03	9.3739E-03
-1.1244E-01	-6.1974E-03	2.0804E-02
-1.1244E-01	-3.5305E-03	1.7721E-02
-1.1244E-01	-8.6372E-04	1.4552E-02
-1.1244E-01	1.8031E-03	2.1695E-02
-1.1244E-01	4.4699E-03	1.4456E-02
-1.1244E-01	7.1367E-03	2.0861E-02
-1.1244E-01	9.8036E-03	9.4297E-03
-1.1244E-01	1.2470E-02	2.0419E-03
-1.1244E-01	1.5137E-02	1.1938E-02
-1.1244E-01	1.7804E-02	9.9386E-03
-1.1244E-01	2.0471E-02	1.4521E-02
-1.1244E-01	2.3138E-02	1.0368E-02
-1.1244E-01	2.5804E-02	7.3601E-03
-1.1244E-01	2.8471E-02	1.5394E-02
-1.1244E-01	3.1138E-02	3.2206E-03
-1.1244E-01	3.3805E-02	1.4910E-02
-1.1244E-01	3.6472E-02	4.8855E-03
-1.1244E-01	3.9139E-02	2.0423E-02
-1.1244E-01	4.1805E-02	1.4627E-02
-1.1244E-01	4.4472E-02	1.4642E-02
-1.1244E-01	4.7139E-02	1.1926E-02
-1.1244E-01	4.9806E-02	6.4153E-03
-1.1244E-01	5.2473E-02	8.5695E-03
