# Run 132747
-1.1551E-01	-1.1020E-01	1.5320E-02
-1.1551E-01	-1.0754E-01	1.8289E-02
-1.1551E-01	-1.0487E-01	1.3397E-02
-1.1551E-01	-1.0220E-01	1.0259E-02
-1.1551E-01	-9.9536E-02	1.4706E-02
-1.1551E-01	-9.6869E-02	1.3531E-02
-1.1551E-01	-9.4202E-02	1.3879E-02
-1.1551E-01	-9.1536E-02	1.8081E-02
-1.1551E-01	-8.8869E-02	1.6213E-02
-1.1551E-01	-8.6202E-02	1.5479E-02
-1.1551E-01	-8.3535E-02	1.0531E-02
-1.1551E-01	-8.0868E-02	1.5848E-02
-1.1551E-01	-7.8202E-02	1.3199E-02
-1.1551E-01	-7.5535E-02	9.7782E-03
-1.1551E-01	-7.2868E-02	1.8895E-02
-1.1551E-01	-7.0201E-02	1.6362E-02
-1.1551E-01	-6.7534E-02	1.6043E-02
-1.1551E-01	-6.4867E-02	1.6275E-02
-1.1551E-01	-6.2201E-02	1.5575E-02
-1.1551E-01	-5.9534E-02	1.2896E-02
-1.1551E-01	-5.6867E-02	1.6676E-02
-1.1551E-01	-5.4200E-02	1.3636E-02
-1.1551E-01	-5.1533E-02	1.3952E-02
-1.1551E-01	-4.8866E-02	1.3334E-02
-1.1551E-01	-4.6200E-02	1.2840E-02
-1.1551E-01	-4.3533E-02	1.4732E-02
-1.1551E-01	-4.0866E-02	1.4460E-02
-1.1551E-01	-3.8199E-02	1.5207E-02
-1.1551E-01	-3.5532E-02	1.4570E-02
-1.1551E-01	-3.2866E-02	7.0615E-03
-1.1551E-01	-3.0199E-02	1.3544E-02
-1.1551E-01	-2.7532E-02	1.2464E-02
-1.1551E-01	-2.4865E-02	1.4766E-02
-1.1551E-01	-2.2198E-02	1.2032E-02
-1.1551E-01	-1.9531E-02	1.4180E-02
-1.1551E-01	-1.6865E-02	1.0278E-02
-1.1551E-01	-1.4198E-02	1.6485E-02
-1.1551E-01	-1.1531E-02	1.2461E-02
-1.1551E-01	-8.8642E-03	1.5652E-02
-1.1551E-01	-6.1974E-03	1.2269E-02
-1.1551E-01	-3.5305E-03	1.5750E-02
-1.1551E-01	-8.6372E-04	1.1064E-02
-1.1551E-01	1.8031E-03	1.4595E-02
-1.1551E-01	4.4699E-03	1.7482E-02
-1.1551E-01	7.1367E-03	1.4137E-02
-1.1551E-01	9.8036E-03	1.2435E-02
-1.1551E-01	1.2470E-02	1.7493E-02
-1.1551E-01	1.5137E-02	1.2622E-02
-1.1551E-01	1.7804E-02	1.6180E-02
-1.1551E-01	2.0471E-02	1.2491E-02
-1.1551E-01	2.3138E-02	1.3310E-02
-1.1551E-01	2.5804E-02	1.2062E-02
-1.1551E-01	2.8471E-02	1.3336E-02
-1.1551E-01	3.1138E-02	2.0567E-02
-1.1551E-01	3.3805E-02	1.1520E-02
-1.1551E-01	3.6472E-02	1.0601E-02
-1.1551E-01	3.9139E-02	1.4697E-02
-1.1551E-01	4.1805E-02	1.1515E-02
-1.1551E-01	4.4472E-02	1.3128E-02
-1.1551E-01	4.7139E-02	1.6529E-02
-1.1551E-01	4.9806E-02	1.1846E-02
-1.1551E-01	5.2473E-02	1.4567E-02
-1.1551E-01	5.5140E-02	1.8193E-02
-1.1551E-01	5.7806E-02	9.8461E-03
-1.1551E-01	6.0473E-02	9.3560E-03
-1.1551E-01	6.3140E-02	1.6472E-02
-1.1551E-01	6.5807E-02	1.5480E-02
-1.1551E-01	6.8474E-02	1.1661E-02
