# Dataset "300K (-)" exported from GenX on Fri Dec  9 11:04:04 2016
# Column lables:
# x	I_simulated	I	error(I)	error(x)
2.553403423367999955e-02 1.198605426041688543e-02 1.145572000000000083e-02 2.693926000000000133e-04 4.698890081677161508e-04
2.592991488304000405e-02 1.080696675170091797e-02 1.048573000000000040e-02 2.529167000000000242e-04 4.722983425920633440e-04
2.620321181408000188e-02 1.006686321194873862e-02 8.668247000000000452e-03 5.616974999999999529e-04 5.035227597229741548e-04
2.633826487544000186e-02 9.706297071504731838e-03 9.590790999999999553e-03 2.412314999999999891e-04 4.748351644771057123e-04
2.675967199136000327e-02 8.682293651330471110e-03 8.555561999999999195e-03 2.360145000000000016e-04 4.775072201808994534e-04
2.719478698776000430e-02 7.732998206924999313e-03 7.252449999999999695e-03 2.174048000000000094e-04 4.803257313463853953e-04
2.764429210984000254e-02 6.856331499438654727e-03 6.566793999999999930e-03 2.026455000000000031e-04 4.832998370742535221e-04
2.810890109104000056e-02 6.050083130079745956e-03 5.777352999999999829e-03 1.845543999999999961e-04 4.864426312516615812e-04
2.858939064128000404e-02 5.311853634746780371e-03 5.234083999999999959e-03 1.704405000000000091e-04 4.897659369494779345e-04
2.908660044696000091e-02 4.639073078605929559e-03 4.602832999999999751e-03 1.569986000000000049e-04 4.932839355009343814e-04
2.960140168272000147e-02 4.029048690760000766e-03 4.096026000000000007e-03 1.484532000000000104e-04 4.970118228491552433e-04
3.013475998792000329e-02 3.478891177329607176e-03 3.433798999999999966e-03 1.386539999999999908e-04 5.009660904040910473e-04
3.068769348232000191e-02 2.985583058085602721e-03 2.902561000000000117e-03 1.328451999999999932e-04 5.051662306827822647e-04
3.126129375824000106e-02 2.545964908538591968e-03 2.215846999999999956e-03 1.129005000000000010e-04 5.096307000329160317e-04
3.185674687272000566e-02 2.156739643113331217e-03 2.067101999999999915e-03 1.058611000000000019e-04 5.143833316669679627e-04
3.247533334752000095e-02 1.814499055935728722e-03 1.901658000000000081e-03 9.854181000000000648e-05 5.194481279977434173e-04
3.311840717695999775e-02 1.515759147942977300e-03 1.396036999999999929e-03 8.199659000000000635e-05 5.248524445205623090e-04
3.378745880440000432e-02 1.256957367282189207e-03 1.327758999999999971e-03 7.928994000000000406e-05 5.306266412322698358e-04
3.448410462616000038e-02 1.034500705604398524e-03 9.923075999999999858e-04 6.836802999999999533e-05 5.368039557038398277e-04
3.521008699152000654e-02 8.448061252941133298e-04 8.954714000000000337e-04 6.376494000000000617e-05 5.434224486247232018e-04
3.596729519487999738e-02 6.843382851243673057e-04 6.889827000000000061e-04 5.501807999999999959e-05 5.505228493528765629e-04
3.675778646792000198e-02 5.496549261278348012e-04 5.886411000000000247e-04 5.050018000000000004e-05 5.581526000394605204e-04
3.758380697176000318e-02 4.374569038115446698e-04 4.632594999999999985e-04 4.379172999999999822e-05 5.663626719972283128e-04
3.844780229303999819e-02 3.446417842851081802e-04 3.955597999999999731e-04 4.028112999999999833e-05 5.752126115426278111e-04
3.935244893216000711e-02 2.683539609572484371e-04 3.334925000000000194e-04 3.683098999999999954e-05 5.847674082302808853e-04
4.030070678368000148e-02 2.060317840920033138e-04 2.130292999999999900e-04 2.898452000000000146e-05 5.951004001804149467e-04
4.129578764807999985e-02 1.554533580560497387e-04 1.882375999999999949e-04 2.675692999999999998e-05 6.062957993011743691e-04
4.234124969648000308e-02 1.147613945835980899e-04 1.503653999999999885e-04 2.406025000000000058e-05 6.184474962557452065e-04
4.243199633740000337e-02 1.114951574528993267e-04 1.374296504984999837e-04 8.377422000000000647e-06 5.713552159954523799e-04
4.304253046140000399e-02 9.288503893663607671e-05 8.922358355789999646e-05 6.583078999999999758e-06 5.762786832313078478e-04
4.344102895888000276e-02 8.247736124872717017e-05 1.342251000000000034e-04 2.284721000000000110e-05 6.316642647609566367e-04
4.367088575075000340e-02 7.665834332051297976e-05 7.975191505524999972e-05 5.884620000000000081e-06 5.814175432416534639e-04
4.431785564924999726e-02 6.264778029776814296e-05 6.821715807325000639e-05 5.338704999999999735e-06 5.867845360268537881e-04
4.459944982024000026e-02 5.749260663088128826e-05 5.687839000000000008e-05 1.513477000000000079e-05 6.460662405866445098e-04
4.498429624100000468e-02 5.071759737708939384e-05 5.036779873500000268e-05 4.513395999999999740e-06 5.923935423181535785e-04
4.582136146952000416e-02 3.902920167289510793e-05 6.277766000000000433e-05 1.542279000000000010e-05 6.617958048147554910e-04
4.567107405015000121e-02 4.076085152259278986e-05 4.293573554189999926e-05 4.055606000000000350e-06 5.982592427411046344e-04
4.637916000135000605e-02 3.269317421891997105e-05 2.893566578759999863e-05 3.293324999999999932e-06 6.043971331805024407e-04
4.711209591536000968e-02 2.657391850402189581e-05 2.605347999999999911e-05 1.060874000000000001e-05 6.790087810569241491e-04
4.710953545930000180e-02 2.644855412834719283e-05 2.195857400735000203e-05 2.931064000000000047e-06 6.108261087365535842e-04
4.786329662925000589e-02 2.197159479443342274e-05 2.001398152280000042e-05 2.976411999999999905e-06 6.175618765550866312e-04
4.864156059654999725e-02 1.921103820822383615e-05 2.328479302275000248e-05 3.135864000000000187e-06 6.246279392566426178e-04
4.944554884705000541e-02 1.811118731746174981e-05 1.789887602210000103e-05 2.770653000000000186e-06 6.320423371795278735e-04
5.027656638700000319e-02 1.860393333372837590e-05 1.178909131249999948e-05 2.191511000000000201e-06 6.398321486695084624e-04
5.113599130300000573e-02 2.060045961826907209e-05 1.692340435120000126e-05 2.499830000000000171e-06 6.480210007324222962e-04
5.202531652220000052e-02 2.398356166130347916e-05 2.146430729035000209e-05 2.668835999999999904e-06 6.566372201305983826e-04
5.294611849215000166e-02 2.860086848999383687e-05 2.840543421599999873e-05 3.133105999999999865e-06 6.657112659479032767e-04
5.390008850095000248e-02 3.425984552677369637e-05 3.766851456304999850e-05 3.649890000000000134e-06 6.752753677758503844e-04
5.488908487750000093e-02 4.072539945504732796e-05 5.307263383844999728e-05 4.508288999999999587e-06 6.853687443775357407e-04
5.591505991114999879e-02 4.771961260416441252e-05 5.169683813109999881e-05 4.329746000000000236e-06 6.960260400088563422e-04
5.698010161190000811e-02 5.492572114266299366e-05 6.211139390635000436e-05 4.563199999999999780e-06 7.072948152349485800e-04
5.808651723080000134e-02 6.199652156262199681e-05 6.056366499114999830e-05 4.327046000000000245e-06 7.192207747923025970e-04
5.923673929950000472e-02 6.856590143689574154e-05 6.974066371875001073e-05 4.512566000000000122e-06 7.318564934481690655e-04
6.043345091085000620e-02 7.426607658006371179e-05 8.095568754260000141e-05 4.790666000000000051e-06 7.452598224026369452e-04
6.167949175845000021e-02 7.874740159234968988e-05 9.087832691809999213e-05 5.060759000000000245e-06 7.594938221443016130e-04
6.297801473740000100e-02 8.170226045073373199e-05 8.577228769585000382e-05 4.847316999999999994e-06 7.746305311955178040e-04
6.433238154379999907e-02 8.288916862580572738e-05 9.669346185535000282e-05 5.045274999999999734e-06 7.907458272447348774e-04
6.574627751530000286e-02 8.215681967941409656e-05 7.997672540054999305e-05 4.559218000000000400e-06 8.079285510243154438e-04
6.722371163109999714e-02 7.946422062742705043e-05 8.736850315585000025e-05 4.656964999999999720e-06 8.262732050606565876e-04
6.876908959230000618e-02 7.489431135352264018e-05 7.757136072015000496e-05 4.362813999999999934e-06 8.458898442764045981e-04
7.038719294180000030e-02 6.865832184860938775e-05 7.040299312114999507e-05 4.101043999999999728e-06 8.668981190904500190e-04
7.208326258470000580e-02 6.108795261286710835e-05 6.430512001940000559e-05 3.841403000000000057e-06 8.894314814950559462e-04
7.386310318880000281e-02 5.261383941154331833e-05 5.383164629129999794e-05 3.499875000000000097e-06 9.136444927784328823e-04
7.573305186445000725e-02 4.373148573123463118e-05 4.066992969939999805e-05 3.018078000000000193e-06 9.397068874199072030e-04
7.644301702465000625e-02 4.045445680291999651e-05 3.989207470315000092e-05 2.209850000000000111e-06 8.362531147618882700e-04
7.754291805235000168e-02 3.560040614759281641e-05 3.351388376359999656e-05 1.973423000000000028e-06 8.471316179353477385e-04
7.770014520534999913e-02 3.495549715630552352e-05 3.616735193345000103e-05 2.893771999999999795e-06 9.678161034883073655e-04
7.867493267385000655e-02 3.091915265997159152e-05 3.019965640330000067e-05 1.788200999999999907e-06 8.584366418805992015e-04
7.977215060870000707e-02 2.676842863692612245e-05 3.002799323189999793e-05 2.601596000000000104e-06 9.981884187162462507e-04
7.984049117599999190e-02 2.648503140970998854e-05 2.831367182975000262e-05 1.691559999999999988e-06 8.701921447176823830e-04
8.104109692600000581e-02 2.236234521737401183e-05 2.357657240764999879e-05 1.524315999999999976e-06 8.824232618588938532e-04
8.195769155580000243e-02 1.957005910565380295e-05 1.754058765970000036e-05 2.013034999999999946e-06 1.031080369693866423e-03
8.227835769154999424e-02 1.860318678198129470e-05 1.898727293585000017e-05 1.325931000000000096e-06 8.951573863548744660e-04
8.355399608090000041e-02 1.524587508870887029e-05 1.458380854839999872e-05 1.155727999999999931e-06 9.084230268310242726e-04
8.426636245260001046e-02 1.363563250993172822e-05 1.405931775169999981e-05 1.926243999999999815e-06 1.066770804880523430e-03
8.486980778265000580e-02 1.231411748688763429e-05 1.558898422879999987e-05 1.181042999999999917e-06 9.222554868431253553e-04
8.622773464610000715e-02 9.816538988587283018e-06 1.112673190604999954e-05 1.076749000000000082e-06 9.366821373555704816e-04
8.762981248100000509e-02 7.747242983663192792e-06 7.941759992879999955e-06 9.538450000000000553e-07 9.517477536610264568e-04
8.907823369785000667e-02 6.086809056570870274e-06 6.461152137800000159e-06 8.484658000000000377e-07 9.674838394308402610e-04
9.057533686785000648e-02 4.804089122492679696e-06 4.597143530605000625e-06 7.252126000000000283e-07 9.839409886553155890e-04
9.212363804305000181e-02 3.858444241387021270e-06 4.172877262389999587e-06 6.696594000000000229e-07 1.001161592226629694e-03
9.372578899615000014e-02 3.202401677000428682e-06 2.896674998340000172e-06 5.930403999999999904e-07 1.019197235983771701e-03
9.538465030084999907e-02 2.784423043058750015e-06 1.859392984170000043e-06 6.369952999999999971e-07 1.038103377812152079e-03
9.710328089180000899e-02 2.551752814492729236e-06 3.633081399785000030e-06 7.256818999999999807e-07 1.057938171454386083e-03
9.888499026485000898e-02 2.453088695021272844e-06 3.319392057439999970e-06 7.272989999999999800e-07 1.078773151258409762e-03
1.007333280370000111e-01 2.440962580666687989e-06 2.430247039065000143e-06 6.543883000000000523e-07 1.100671600912824389e-03
1.026520526262500038e-01 2.473706034700445637e-06 2.213619798335000155e-06 5.994533000000000438e-07 1.123717719547484952e-03
1.046453191725000148e-01 2.516948178399741586e-06 2.535798286560000016e-06 5.750383999999999593e-07 1.147995802703563953e-03
1.067174602965000052e-01 2.544597286586643436e-06 1.998951822069999843e-06 5.327947999999999899e-07 1.173599114792184869e-03
1.088734350220000036e-01 2.539296668289633351e-06 1.075675196550000037e-06 4.800187999999999678e-07 1.200633730097984452e-03
1.111181501725000131e-01 2.492331193322161164e-06 2.466540938079999798e-06 5.889555000000000356e-07 1.229211083119575477e-03
1.134575565765000155e-01 2.402970424758540854e-06 3.704511041485000042e-06 6.290019000000000441e-07 1.259463137029425079e-03
1.158975006620000109e-01 2.277289602491053340e-06 2.800145968679999720e-06 5.453407999999999753e-07 1.291524516391771632e-03
1.184446640610000157e-01 2.126416351838541234e-06 1.838898217749999896e-06 4.781134999999999753e-07 1.325556278584956839e-03
1.211063548085000025e-01 1.964368866042311965e-06 1.568399705379999922e-06 4.667247999999999813e-07 1.361727040345825064e-03
1.238904029420000025e-01 1.805659546363635405e-06 2.235382735935000248e-06 4.951528999999999683e-07 1.400234993490735626e-03
1.268054737030000212e-01 1.662924565617098714e-06 2.652083983009999658e-06 5.089900999999999991e-07 1.441293733066233975e-03
1.298610675369999967e-01 1.544999710222884476e-06 1.935720286964999706e-06 4.875698999999999725e-07 1.485144811018777617e-03
1.330675200935000080e-01 1.455789593939842924e-06 1.810567393605000124e-06 4.349312000000000029e-07 1.532063691765130379e-03
1.364362110270000150e-01 1.394180081935226637e-06 1.838854211809999933e-06 4.247749999999999903e-07 1.582356081700955069e-03
1.399800859995000146e-01 1.355035040458044709e-06 1.086441649825000011e-06 3.745787000000000056e-07 1.636375502980902180e-03
1.437128214765000245e-01 1.331028366151859908e-06 1.476947360980000026e-06 4.170004000000000102e-07 1.694508990132834831e-03
1.476501819334999910e-01 1.314755244462975247e-06 8.948257851750000073e-07 3.884817000000000210e-07 1.757218056871713346e-03
1.518093934530000133e-01 1.300552424681292410e-06 2.183907787754999792e-06 4.840445000000000037e-07 1.825002058390345992e-03
