# Dataset "150K (-)" exported from GenX on Fri Dec  9 11:04:04 2016
# Column lables:
# x	I_simulated	I	error(I)	error(x)
9.102109138713999903e-02 4.375075451056118197e-07 3.796623143939999986e-07 7.246627000000000850e-08 9.894586595728040602e-04
9.257700730241999465e-02 3.552257638075339691e-07 2.292437308419999680e-07 6.163624999999999051e-08 1.006861961942792736e-03
9.418702881076000677e-02 2.996665798013203400e-07 2.810087923780000052e-07 6.401226000000000783e-08 1.025090134310071297e-03
9.585406236821999992e-02 2.657103452473276872e-07 2.106664624499999880e-07 6.708900999999999599e-08 1.044199249504499522e-03
9.758115923650001466e-02 2.482116606607988408e-07 2.407862633259999766e-07 7.187266000000000852e-08 1.064248911806072763e-03
9.937163960205999680e-02 2.422470272280553664e-07 2.252889314379999837e-07 7.171832000000000345e-08 1.085310733430753334e-03
1.012290615463400101e-01 2.433342324409460243e-07 3.535947527419999729e-07 7.371902000000000627e-08 1.107448617304206909e-03
1.031572313890200127e-01 2.476086222087578964e-07 3.156723273119999714e-07 7.100579999999999648e-08 1.130750203965933363e-03
1.051602347178000191e-01 2.519525341372821866e-07 2.832568233219999717e-07 6.518005000000000137e-08 1.155298005262711406e-03
1.072426432536000146e-01 2.540750682825949790e-07 3.100208177519999452e-07 6.268540000000000358e-08 1.181188179082401802e-03
1.094091424932000095e-01 2.525391621662357094e-07 2.057852513379999446e-07 5.602648999999999892e-08 1.208527835734038870e-03
1.116650074992000113e-01 2.467374369174536397e-07 1.807101090139999788e-07 5.726724999999999950e-08 1.237430391581280072e-03
1.140159270646000089e-01 2.368134062265341258e-07 2.194744983079999768e-07 5.653344999999999858e-08 1.268028863155724884e-03
1.164677968476000025e-01 2.235318877932795546e-07 2.503114772139999959e-07 5.705701999999999908e-08 1.300460824883241167e-03
1.190275468324000080e-01 2.080943632398046131e-07 1.279405791399999899e-07 4.600463000000000184e-08 1.334888405598385393e-03
1.217023138684000111e-01 1.919248297439080439e-07 2.002341152699999957e-07 5.084435999999999750e-08 1.371483198852978952e-03
1.245000622658000017e-01 1.764310977193633053e-07 1.694578005099999903e-07 4.834075000000000225e-08 1.410446397933647067e-03
1.274294803630000028e-01 1.627836364363894555e-07 2.314337169899999675e-07 4.983713000000000655e-08 1.451995571392695290e-03
1.305000839592000139e-01 1.517435897821795554e-07 1.664558158620000019e-07 4.843844000000000132e-08 1.496372414394558535e-03
1.337223197469999958e-01 1.435752558014295524e-07 1.078439829740000067e-07 4.178934000000000037e-08 1.543860247614401186e-03
1.371076687449999942e-01 1.380634225827896960e-07 9.147001750539998900e-08 4.094607000000000396e-08 1.594765908015656096e-03
1.406689565955999976e-01 1.346321239541330706e-07 1.674649990299999953e-07 4.457215999999999511e-08 1.649449861558695577e-03
1.444201466998000227e-01 1.325344859558010832e-07 1.060011130879999837e-07 4.107522999999999610e-08 1.708304171567815409e-03
1.483768573802000112e-01 1.310589613559106183e-07 1.630277153559999746e-07 4.426090999999999952e-08 1.771797353826052093e-03
1.525564653136000093e-01 1.296936379661415589e-07 8.587126165439999534e-08 4.364816999999999611e-08 1.840434803648583612e-03
